ICD,LG,RF_500,PV_no_time_no_corr,PV_with_time_no_corr,PV_with_time_with_corr
ICD_2724,0.7329102685760295,0.7945422130204738,0.6716656242811134,0.6757327251552795,0.7903025793650793
ICD_2724,0.7247441662353348,0.7917870801702324,0.6923596733379342,0.697942726305498,0.7925270840522199
ICD_2724,0.731637614662411,0.7963481909219001,0.6993450044570968,0.7038820774384633,0.7853278841729928
ICD_2724,0.7340294851334254,0.7959802108494365,0.6969034858810674,0.698737545289855,0.7858998483149298
ICD_2724,0.7283188297964114,0.7906487681878307,0.6994744040430181,0.704875938146998,0.7962819185645272
ICD_25000,0.8203081960915074,0.8618950516831455,0.6410263960973064,0.6423991163849344,0.7945042259850967
ICD_25000,0.8193264519122039,0.8704460117718693,0.6544736184000696,0.6512089905477109,0.8020550936530488
ICD_25000,0.8120297413668125,0.8696217000347937,0.6677686182550959,0.6667057793789324,0.7942944670764591
ICD_25000,0.8095860274290354,0.8690107715503493,0.6363056880454638,0.6361126917277973,0.7791827647945722
ICD_25000,0.8264188400649481,0.8707040197599234,0.6561607505291542,0.6548809040563658,0.7888090224419381
ICD_25000,0.8236743055756909,0.8729830525674852,0.6468973803241613,0.6468638551422192,0.7835877018759604
ICD_25000,0.8265327803792513,0.8727273097944273,0.621421866392183,0.6205855490156282,0.7843429245556555
ICD_25000,0.8165597183159848,0.86861685066253,0.6560157767694046,0.6562155687320596,0.7843343167386704
ICD_25000,0.8099611470323872,0.8718907658963727,0.6458141545130331,0.6439435399692655,0.7767363325987996
ICD_25000,0.8156114993186233,0.8758673508220013,0.6458313701470034,0.6443734777755226,0.7977593399344718
ICD_41401,0.7674955945152,0.8263123039370603,0.7381191404079345,0.7379256786824845,0.8048693813203784
ICD_41401,0.752412440274981,0.8308408175884607,0.7458040987359127,0.7449438114886995,0.7989822907057419
ICD_41401,0.7606663498711855,0.8367663261343924,0.7485550970304311,0.7475200996670903,0.8154864510475518
ICD_41401,0.7836352418660322,0.833962274506181,0.755983021103793,0.7578211361737295,0.8232660821347929
ICD_41401,0.7652733001323132,0.8326599523709122,0.7401168728352754,0.7413288670963681,0.8047440656873447
ICD_41401,0.7596155737146344,0.8324996489790206,0.7298830677084024,0.731675447145845,0.8112755713638228
ICD_41401,0.7739758762832847,0.8419580064569565,0.7347090916491765,0.7351865716524146,0.805605725003533
ICD_41401,0.7649533793830172,0.8337898511716783,0.749959638304324,0.7498727406025852,0.821777387297111
ICD_41401,0.7739447760531887,0.8418900890427029,0.76930718291829,0.77015603625738,0.8182168683074477
ICD_41401,0.7542457531035056,0.8280427115924736,0.7337573331369751,0.7351600449855682,0.8037026653354549
ICD_51881,0.5562795496927128,0.6258839062601534,0.5980665812051648,0.5964149490677015,0.6100494062000941
ICD_51881,0.5659486128259205,0.6473826922736107,0.606272066888394,0.6045726826444231,0.6061288105688704
ICD_51881,0.5684804590503534,0.6434800652185471,0.6023194724229124,0.6003719741410036,0.6115676278131899
ICD_51881,0.5715370861566151,0.6286500824093055,0.5972247657193042,0.5923373130037355,0.6010208120418014
ICD_51881,0.5670594646644258,0.6517709631747569,0.5964292254706782,0.5897813445811697,0.6042305412627429
ICD_51881,0.5615381888856726,0.6429476538454721,0.5924953380159935,0.5905931303918036,0.6102098926611412
ICD_51881,0.5717221871055529,0.6240328967707762,0.5917839793159535,0.5889508517597389,0.6073427971116375
ICD_51881,0.5541858413527335,0.6417410516490722,0.591879975818727,0.5896065817171461,0.6009307230161215
ICD_51881,0.5500092550474469,0.6275271694717336,0.6094803192400622,0.6103757943095242,0.6198449878010599
ICD_51881,0.5360897621452806,0.6342904923094494,0.5912616598829138,0.5857302921641254,0.5951985010761454
ICD_5990,0.596194099032444,0.6557069611736974,0.6121885102003108,0.6128413215756289,0.6350486227330646
ICD_5990,0.5700853713277363,0.6312930936709777,0.6239194134708106,0.6260221476642293,0.6435436901733784
ICD_5990,0.5754183503893173,0.6435892165784272,0.6387780606390416,0.6401694114740385,0.6620220858974106
ICD_5990,0.5918560449747634,0.6420761957603469,0.629050851663258,0.62883200543548,0.6645513306223381
ICD_5990,0.6004762434698895,0.6347549641086861,0.6389037241664275,0.6438860700382475,0.668877670283398
ICD_5990,0.5873742233221922,0.6397913559467336,0.6369708487240093,0.634256836016019,0.6602494846996667
ICD_5990,0.6115633873988235,0.6401630218031545,0.6486165563827221,0.6495845915216522,0.6627031183191332
ICD_5990,0.574349411697677,0.6477763146614725,0.6435287809413156,0.6447012855485347,0.6572308976795378
ICD_5990,0.5753829409631683,0.6471056654549365,0.6344144478978249,0.6406741954738766,0.6550163442456488
ICD_5990,0.5705725837326434,0.6194471763245655,0.6240392197998862,0.6242548711922221,0.6478098604336138
ICD_53081,0.7059984616198574,0.7568647161525844,0.6098543538890611,0.6152043818833935,0.7383561890730823
ICD_53081,0.72047760715027,0.7507623586402488,0.6239904743687612,0.6230166320637723,0.7337927931018244
ICD_53081,0.7276398539294684,0.7474760042349059,0.620660224384895,0.621024179777685,0.741432367960065
ICD_53081,0.7005635494604333,0.7254366447266293,0.6122863433587733,0.6135642570222751,0.7200264419988244
ICD_53081,0.7236566935524663,0.7527164386325277,0.6148328683115202,0.6112497100275525,0.7286206730151494
ICD_53081,0.7307884169161349,0.7299857964373069,0.6205852239924512,0.6210892963974811,0.720555514534669
ICD_53081,0.7278660179035821,0.7360823399657324,0.6067287561388403,0.603595600209536,0.7068205589447852
ICD_53081,0.7292747462050674,0.7565196562075035,0.6101613322395291,0.611256686808245,0.7355753605687472
ICD_53081,0.7273148522288779,0.7475716442702316,0.6121805288516045,0.6135601872335379,0.729453235511116
ICD_53081,0.7132548949384037,0.7472835613674724,0.6010008191903329,0.6033235057625301,0.7237113450012239
ICD_99592,0.5846371886469546,0.6703681723988617,0.6506060816940905,0.651289099550497,0.6433519165738794
ICD_99592,0.577231599756691,0.6757901099014392,0.6691223091673884,0.6732249268011052,0.6777785939626376
ICD_99592,0.5739734112746917,0.6891434311724195,0.6787232205451771,0.6830681162109778,0.6820538991298611
ICD_99592,0.5871920620437956,0.6737059389046971,0.6743622159676688,0.6742281898222606,0.6646730277537218
ICD_99592,0.5708998309208627,0.6697131840488268,0.6758429471318406,0.6766316394490495,0.6794829168213123
ICD_99592,0.5948476612437625,0.668136121592643,0.6608391067672894,0.6630589148006103,0.6607327879500186
ICD_99592,0.5883187193286321,0.6746206029114601,0.6557660882923008,0.6558794950307228,0.6532679182646707
ICD_99592,0.5815278465091345,0.6844689471730793,0.6578821549342241,0.6596232061115922,0.6607334323064871
ICD_99592,0.5688752628974391,0.6948856138397462,0.6611097364839787,0.6641266134685966,0.6630614922264836
ICD_99592,0.562914321209122,0.6756026021691617,0.6642329322858674,0.6670912975792817,0.6734614056249743
ICD_V4581,0.910146034232382,0.9348256563382119,0.762307830371857,0.7557374320818444,0.8286109615415994
ICD_V4581,0.9098921467847995,0.9378178080180136,0.6956489957087147,0.6953820549219247,0.7983298252484212
ICD_V4581,0.91761580759378,0.9376278819325469,0.7258211366195115,0.7191861243004225,0.8119953660645813
ICD_V4581,0.9149842544095812,0.9405968639352553,0.7309510989279945,0.7281948863543656,0.7922959191998303
ICD_V4581,0.913343449671219,0.9421799076476252,0.7251293096415226,0.7176810742898168,0.804615660743714
ICD_V4581,0.9009147127449539,0.9416192667286701,0.729508704945584,0.7235230962520598,0.8105542774160913
ICD_V4581,0.8947290616280777,0.9409747581053077,0.7463011731688612,0.7415360516912233,0.8199226589651966
ICD_V4581,0.907791864506339,0.9388385791440272,0.7735095534126324,0.7666441496565339,0.8285744121918188
ICD_V4581,0.9065374386085141,0.9431001680617421,0.7293442328715714,0.7271088485323152,0.8048839068644249
ICD_V4581,0.9100168061742294,0.9412022125409957,0.7561140209179762,0.7518038083117138,0.8178654527061203
ICD_2449,0.8658779819331669,0.9085179526355998,0.5982708922369323,0.6018523623132477,0.776322525261276
ICD_2449,0.872503734389726,0.9106926275664906,0.6013489744538866,0.6002903504419574,0.7789982909752466
ICD_2449,0.8613163165922414,0.9071843357774225,0.607432945061811,0.6089043864968668,0.7846241589419273
ICD_2449,0.8796286087068379,0.9110742703829422,0.6001564637101326,0.6056431944849168,0.787010493044453
ICD_2449,0.8570739448544178,0.8965032592230896,0.612970211514784,0.6219406225470506,0.7993825458955841
ICD_2449,0.8618361121393262,0.9111339943662564,0.6120651634599482,0.6143130166780865,0.7950226951136594
ICD_2449,0.8835612033004393,0.9275400413211208,0.6195713524397575,0.6240992179439724,0.8149435969326811
ICD_2449,0.8690128347496451,0.9102017095497994,0.5983365229878268,0.6033572754312596,0.79094571286809
ICD_2449,0.8697229594743239,0.9084195065092578,0.5907305752666577,0.5965881197839961,0.7733415765556457
ICD_2449,0.8598100908592116,0.9117519078859286,0.6048018082584486,0.6088466314360795,0.7772498877714159
ICD_486,0.5678298586332109,0.6183498742594776,0.6193764369029168,0.620315219059221,0.6329857628090828
ICD_486,0.5666451570969184,0.6167540786097716,0.6267982435861612,0.6264705744395282,0.6356714436673749
ICD_486,0.5716633866248001,0.62105130199905,0.6266086109307479,0.6236468570900165,0.6196458090848115
ICD_486,0.5507743110069361,0.6019376034854883,0.6261140918505533,0.6232575405783729,0.622314737941742
ICD_486,0.5603169210625594,0.615689321403228,0.6063460601638077,0.6056344351459669,0.6044269508878226
ICD_486,0.5483961968936429,0.5906072198445549,0.6080989895862858,0.605566757060466,0.6042647915146423
ICD_486,0.549541363706722,0.6151458864790577,0.6089493211754008,0.6080085287789332,0.6134723615430335
ICD_486,0.5654309720382295,0.6129493640605242,0.6283132945893046,0.6269878762415746,0.6375945734236869
ICD_486,0.5741011378629406,0.61166683083628,0.6188115594170036,0.6155985255558482,0.6148942714186064
ICD_486,0.5442698439182528,0.6238549169469277,0.6182781756936502,0.6160253665505419,0.629201820741524
ICD_2859,0.503917378917379,0.563977016003383,0.5591362847222222,0.5620847522702992,0.6014428641381766
ICD_2859,0.5111490885416667,0.5588531928863959,0.56828286369302,0.5671379763176638,0.5968980925035613
ICD_2859,0.5116436298076923,0.5489564553285257,0.5818232783564815,0.5847467058404558,0.599845864494302
ICD_2859,0.5201217781784189,0.561053936298077,0.5654192541399572,0.5649233217592593,0.5904252359330484
ICD_2859,0.5120672242254274,0.5793589187143875,0.5597928908475783,0.5636601896367521,0.5907771879451568
ICD_2859,0.5518551905270656,0.5555746833823005,0.5668924445779915,0.5698951655982906,0.5842758135238604
ICD_2859,0.5188433437945156,0.5563540553774928,0.564983139690171,0.5664681546029202,0.5840643640936609
ICD_2859,0.5094039351851852,0.5710205773682338,0.5708849436876781,0.5685026598112536,0.590107366230413
ICD_2859,0.5247437566773504,0.5587245147792023,0.5642528044871795,0.5658407618856838,0.585193253650285
ICD_2859,0.5007644175124644,0.5567345252403845,0.5717780393073362,0.5720465244391026,0.5894180689102564
ICD_2762,0.5417553576153099,0.5998730046741335,0.5716292442014288,0.5699705441396948,0.6067251080342182
ICD_2762,0.5500933062880325,0.5758518387864892,0.5834426316253638,0.5833057588852633,0.6164811711791163
ICD_2762,0.5377232560190492,0.6015391127965428,0.5786661963136079,0.5777327806684893,0.6131602434077079
ICD_2762,0.5569655172413793,0.6059260957756416,0.5680740806067555,0.5679781285827674,0.5962049563453568
ICD_2762,0.5453383896287151,0.595338213246318,0.5377560631448981,0.5399982361760297,0.5704340770791074
ICD_2762,0.5241396948584531,0.6005640709057236,0.5850180791956963,0.5818735338213247,0.6108976100185202
ICD_2762,0.5325309110150807,0.608791604197901,0.5633498544845225,0.5648208836758092,0.599985889408237
ICD_2762,0.5349745127436282,0.6153209277714085,0.5739525531351971,0.5752253285122144,0.6099423229561689
ICD_2762,0.5504199664873445,0.5851602434077079,0.561568392274451,0.5630147279301525,0.5949716906252757
ICD_2762,0.5255553399770703,0.5926395625716555,0.5585021606843636,0.5559940029985007,0.5953505600141106
ICD_0389,0.5635400627316796,0.6541427858568578,0.6111755061305959,0.6186284573709724,0.6330474764756202
ICD_0389,0.569935129740519,0.6258504419731965,0.6439834616481324,0.6447597661819219,0.6599508126603936
ICD_0389,0.5741092814371257,0.6537970487596236,0.6361142001710863,0.6424493869404049,0.6519083262047335
ICD_0389,0.5344824636441403,0.6325049900199601,0.6365433418876533,0.6407862845737098,0.6482157114342744
ICD_0389,0.5702181351582549,0.6459958654120331,0.6160193897918449,0.6185307955517536,0.6338672654690618
ICD_0389,0.5412446535500428,0.6326974622184202,0.6174721984602225,0.6219995722840035,0.6341082121471342
ICD_0389,0.585611633875107,0.6655995152552039,0.640295124037639,0.6449714856002281,0.6533098089535215
ICD_0389,0.5613604932991161,0.644831765041346,0.6165062731679498,0.6148987738808097,0.6378942115768462
ICD_0389,0.5726881950384944,0.6515768463073853,0.6344582264043341,0.6354875962360993,0.6494803250641574
ICD_0389,0.5605289421157684,0.629632877102937,0.655314371257485,0.6567151411462788,0.6617137154262902
ICD_496,0.7422067103567864,0.8156615985838209,0.6866124916896416,0.6872259571109541,0.7980837886698435
ICD_496,0.7532863443899384,0.8143764319317432,0.6961031200648768,0.6973792438893998,0.809786654378067
ICD_496,0.7542940770926368,0.8107690671636122,0.7207176966688393,0.7194697864662873,0.8284647955489033
ICD_496,0.7544543159969067,0.8097917183614975,0.6496157521715447,0.6513628264551174,0.7884846463639514
ICD_496,0.7433913207664555,0.8269155783322278,0.6765510800391518,0.677718689933018,0.8141424035546271
ICD_496,0.7471592861519586,0.8227291108874921,0.696608794981737,0.6964698971504966,0.8211574674584808
ICD_496,0.7567504707696026,0.8103089680976279,0.6965690065404962,0.6986032810272073,0.8033307989301972
ICD_496,0.7732308431315384,0.8353207056877938,0.6934792532215976,0.6936275555934953,0.8135803013938253
ICD_496,0.7600004629927708,0.8079314278769395,0.6951496443275066,0.6961812500949498,0.8099501487002563
ICD_496,0.7549147767759933,0.8112552095729544,0.6825656455023508,0.6862449911778176,0.8050597875586609
ICD_V5861,0.7667651817479744,0.8117748044046993,0.6749968578338742,0.6770695977082893,0.7912344826032973
ICD_V5861,0.7595505503694678,0.8187471438981314,0.6954125827588438,0.6972731810127437,0.8072853210349313
ICD_V5861,0.7636132077048093,0.8307469491928083,0.701268272694976,0.7086162190987033,0.8029850941451093
ICD_V5861,0.7725587548739902,0.8171204826367168,0.6862236539359898,0.6897719404928224,0.8081920085089133
ICD_V5861,0.7254640416320665,0.8185633362611782,0.6610710681693849,0.659642018280505,0.7761237512160002
ICD_V5861,0.7486441462353217,0.8374788130821634,0.6756986688113313,0.6781629988688203,0.8075570366721664
ICD_V5861,0.729831107662599,0.8296480991892848,0.72301278879776,0.7211943282630033,0.8203727153909472
ICD_V5861,0.7400720264392392,0.8290545385592822,0.692314007377007,0.6957206240160299,0.8015756600910029
ICD_V5861,0.7199752404574413,0.8372786589162324,0.6974693393604801,0.7018000797710615,0.8087536025933586
ICD_V5861,0.7367351549905227,0.8272299026691339,0.706387279058498,0.7103242497488084,0.8218482620733647
ICD_40390,0.7494919956017946,0.8182445994663492,0.7172540547324121,0.7244394440516607,0.8130427073916555
ICD_40390,0.7310425891917094,0.8135373960551864,0.7171460695964201,0.7289171790488407,0.8117184302171596
ICD_40390,0.7318221980958135,0.8036903190595952,0.7252799770020845,0.7375727714020338,0.8006762204326848
ICD_40390,0.7211809196101736,0.7949573860008946,0.7341836433163403,0.7447136533341504,0.8098337977423811
ICD_40390,0.7439650536751793,0.8104558067182808,0.7036238498306165,0.7146565744342271,0.7929034795291556
ICD_40390,0.7504259211022655,0.8017867162230885,0.7567175145323916,0.7617869788896356,0.8208052334850232
ICD_40390,0.7315380074845372,0.78796936140655,0.7331482993435525,0.749162932788738,0.8058959884251609
ICD_40390,0.764275014793234,0.8229094843782719,0.7521193907011666,0.7583154026933536,0.8272449416624895
ICD_40390,0.7461904230317702,0.806112688326442,0.724335107062155,0.7308178633681587,0.809437609033978
ICD_40390,0.7427845134722402,0.8148543769367097,0.7508133542591016,0.7611076940139023,0.8171505203351334
ICD_5859,0.7158810966810967,0.7718449254449254,0.6900540644540645,0.7006075998075997,0.7810539682539683
ICD_5859,0.7316944684944685,0.7662087542087541,0.7045317941317941,0.712844252044252,0.79872784992785
ICD_5859,0.7020228956228955,0.7629791245791246,0.7171594035594037,0.7241827801827802,0.7837421837421837
ICD_5859,0.7071061087061087,0.7733929773929773,0.6784477152477153,0.6877229437229436,0.7791969215969216
ICD_5859,0.6918572390572391,0.7623126503126503,0.6931170755170755,0.6983418951418952,0.7737088985088985
ICD_5859,0.7207803751803752,0.7790853294853294,0.7278376142376143,0.7331740259740259,0.7980829244829245
ICD_5859,0.706710533910534,0.782928330928331,0.7180375180375181,0.7256935064935065,0.8023903799903799
ICD_5859,0.6958453102453103,0.7619828763828764,0.7267155363155364,0.7367080327080328,0.8056065416065415
ICD_5859,0.6998699374699374,0.7853448773448773,0.7149706589706589,0.7202947570947571,0.7945966329966329
ICD_5859,0.7257500721500721,0.7688365560365561,0.7100359788359789,0.7165714285714286,0.7890170274170275
ICD_2720,0.6814562180646695,0.745260037761259,0.6326331216414265,0.6280070373255522,0.7117832292478116
ICD_2720,0.6847809582909731,0.7132933495293046,0.6534975375962186,0.6518875678316323,0.7359228732885303
ICD_2720,0.6997010291923579,0.7235163687136086,0.6671843436010509,0.6670102259073925,0.7429263655448316
ICD_2720,0.6895151441133366,0.7188807945708288,0.6464965209469361,0.6435934591161753,0.7344655659567727
ICD_2720,0.6943235981462654,0.7305318264038343,0.6408661653837521,0.6362045973672743,0.722647843251165
ICD_2720,0.6966968800749944,0.7367200187485972,0.6425916634758843,0.6423152206921138,0.717848466443972
ICD_2720,0.685547983865644,0.7161704174863677,0.6365478815405538,0.6330226171457242,0.7322746537450984
ICD_2720,0.6645535985423625,0.7118447068221128,0.6475172962410383,0.6448098073647659,0.730376688363987
ICD_2720,0.7089544356276157,0.717154471276357,0.6447553440103513,0.6429539273029747,0.7127916265068194
ICD_2720,0.6888962423586263,0.7175699606543526,0.6365231254703654,0.6332264421236087,0.7100065686106233
ICD_412,0.7547514428236346,0.8062508957566478,0.7257857315142044,0.7266779925263308,0.7782569711714924
ICD_412,0.7442719639530047,0.8208897441544232,0.7113644864386812,0.7185235483498851,0.7778724512446211
ICD_412,0.7259827979767262,0.8092593272299534,0.707296440394168,0.7099478800717304,0.7620083825344057
ICD_412,0.7434614134253383,0.8231767638103827,0.7394894973625429,0.7398923693768329,0.7950517528865212
ICD_412,0.7382935529990806,0.822418647818199,0.7032345117121275,0.7060327680890409,0.7657382258250575
ICD_412,0.742908666030461,0.8248214604066824,0.6993220214562119,0.7010296394950903,0.7594163686637234
ICD_412,0.7202731140171496,0.8095450954483329,0.6789861607782683,0.6793776719765373,0.7365723893718692
ICD_412,0.7306988474889101,0.8272317012210255,0.6889906701483198,0.6852188792292823,0.7468958754994388
ICD_412,0.7353226996095374,0.8096674426977917,0.7175229226310952,0.7216862247484017,0.7768543473473369
ICD_412,0.733143170751317,0.811395597596401,0.6983248913731208,0.6963987961030654,0.7699618276581688
ICD_2851,0.5779106413309616,0.6186009855515292,0.5781282626680728,0.5751855287978227,0.6027767425345749
ICD_2851,0.5811282653112471,0.5928745311669877,0.5777582182891791,0.5792595411978336,0.6037670517771381
ICD_2851,0.5845934666021733,0.5948670439357215,0.5829273858391064,0.5778163681201481,0.6149996607926527
ICD_2851,0.5953287183512936,0.6233366725433238,0.5713326619671031,0.5685485185449503,0.6089053822954911
ICD_2851,0.5880295929776149,0.590799639471048,0.5845714401510487,0.5880331172097949,0.6164208074192136
ICD_2851,0.5770102000089867,0.6227155266216093,0.591274529757295,0.5926718878166413,0.6230093594796119
ICD_2851,0.567590367921029,0.600507577539716,0.5971194688277258,0.5960569128254738,0.6146005414982745
ICD_2851,0.5966657239345585,0.6352221455701722,0.5875450110528732,0.5920489797788369,0.6106921680107207
ICD_2851,0.5862102081147208,0.597583786417433,0.5832093244135017,0.5828789276466324,0.6247609028730422
ICD_2851,0.5659793532857739,0.6110736661441994,0.5839326730684344,0.5904190223956144,0.6180763154857405
ICD_311,0.6612908268452251,0.7238089155360864,0.620616283930811,0.6339501055843585,0.6940125986615262
ICD_311,0.6376866484916265,0.7485931018219107,0.6319322116260706,0.6430310750309963,0.7003923236062328
ICD_311,0.6579513418682179,0.7418587492094572,0.6142749695395378,0.6318393116828825,0.6974284581110584
ICD_311,0.6741427300434845,0.743161581585802,0.6232130159966556,0.6323716998188451,0.7033025929803374
ICD_311,0.6648161117086087,0.7283208156615012,0.5939986636700479,0.6084088740884193,0.6797899746669002
ICD_311,0.6620398326371792,0.7378546723311812,0.6242358086404092,0.6369086114674261,0.7085049897988717
ICD_311,0.6554251780284488,0.7332525520686316,0.5917378006295757,0.6039005470377424,0.6699720585555489
ICD_311,0.675496925369188,0.7470187157654776,0.6273345577069436,0.638550439309539,0.7092928527786015
ICD_311,0.6642922096251488,0.7587196422637573,0.6079542003280082,0.6228735738965452,0.6977527146435322
ICD_311,0.6585136545051113,0.7400820377959847,0.6117380864755548,0.6250317110382999,0.7080404900829311
ICD_5070,0.6104066699047863,0.65711903072702,0.6312002453761237,0.63398496605102,0.6489340775414655
ICD_5070,0.6209945750620665,0.6512386739620692,0.6254089213612408,0.6292872065997973,0.6509944165744487
ICD_5070,0.6473095794577672,0.6565018612972305,0.6278859896013477,0.6314715388868016,0.651110019307521
ICD_5070,0.6069315958118249,0.6387218812666703,0.6320113290678411,0.6348529188291681,0.6524152114551122
ICD_5070,0.6453923454209665,0.6615795248914127,0.6644584058569566,0.6672086321679522,0.6909388899713695
ICD_5070,0.6245013466786123,0.656510717958232,0.6312198232583377,0.6364312690476478,0.6745876292023693
ICD_5070,0.6282085585178238,0.6491578247667669,0.6356658670810963,0.6352901581986111,0.6591807681801612
ICD_5070,0.6249269325467376,0.6669373386572742,0.6439361238962968,0.6447397493471708,0.6618592089230394
ICD_5070,0.6449448509703638,0.6468956470909598,0.6449401895698367,0.6474452262131062,0.6651147310511737
ICD_5070,0.6272198754660236,0.6455517653189936,0.6286392719265288,0.6285078204316644,0.6574411335034434
ICD_78552,0.568078541374474,0.6679415614773258,0.6537784011220197,0.6565647498831229,0.6499280037400654
ICD_78552,0.5739682094436653,0.6588078541374472,0.6793632538569425,0.677033193080879,0.6673875642823749
ICD_78552,0.5835652173913044,0.6665465170640485,0.6633697989714821,0.6619569892473118,0.6632127162225339
ICD_78552,0.5596521739130434,0.6765675549322113,0.6587414679756896,0.6681196820944366,0.6620028050490885
ICD_78552,0.588940626460963,0.6692206638616176,0.6495951379149135,0.6523515661524076,0.6614109396914446
ICD_78552,0.5725460495558673,0.6629317438055167,0.6506629266012156,0.6540598410472184,0.6513707339878448
ICD_78552,0.5956746143057504,0.6764848059841048,0.679256661991585,0.6784347826086957,0.6683758765778401
ICD_78552,0.5407564282374941,0.6773450210378681,0.6614053295932679,0.6631865357643759,0.6574530154277699
ICD_78552,0.5749625993454885,0.6467353903693313,0.6422234689107059,0.6452370266479664,0.6576905095839177
ICD_78552,0.5738041140719963,0.670872837774661,0.6483253856942496,0.6500542309490416,0.643461430575035
